Number Of Loans,Average Principal,Past One Month,Past Three Months,Average Over Due Days,Low/High Risk
31,22290.32,0.0,0.0,0.0,0
4,8250.0,0.0,0.0,0.0,0
15,12906.67,0.0,0.0,0.0,0
50,15605.0,0.0,0.28,0.0,0
63,33111.11,0.1,0.21,0.0,0
52,14982.21,1.23,1.44,0.0,0
13,17076.92,0.0,0.0,0.0,0
45,20377.78,0.2,0.24,0.0,0
25,26120.0,0.84,1.0,0.4,0
25,25800.0,0.0,0.0,0.0,0
28,13178.57,3.11,4.64,0.0,0
31,28322.58,0.0,0.0,0.0,0
26,16980.77,0.58,0.58,1.69,0
23,12826.09,1.74,2.48,4.35,1
31,9338.71,0.0,0.0,0.0,0
77,12350.65,0.08,0.12,0.0,0
6,22500.0,0.0,0.0,0.0,0
44,20097.73,0.09,0.09,0.0,0
4,17750.0,0.0,0.0,0.0,0
11,14545.45,0.0,0.0,0.0,0
24,19541.67,3.92,29.0,6.96,1
28,36678.57,0.0,0.0,0.0,0
91,24307.69,0.31,0.31,0.0,0
64,17718.75,0.0,0.0,0.0,0
24,36875.0,5.0,17.75,11.21,1
4,92500.0,0.0,0.0,0.0,0
9,11666.67,0.0,0.0,0.0,0
38,31842.11,0.0,0.0,0.0,0
78,27724.36,0.0,0.0,0.0,0
49,17020.41,0.0,0.0,0.0,0
53,33660.38,17.15,30.75,18.02,1
42,41761.9,0.0,0.0,0.0,0
1,140000.0,0.0,0.0,0.0,0
10,14950.0,0.0,26.4,0.0,0
5,10000.0,0.0,0.0,0.0,0
19,8315.79,9.89,47.74,4.89,1
32,49062.5,0.0,0.25,0.0,0
44,24340.91,0.0,0.0,0.0,0
59,16627.12,0.0,0.1,0.0,0
6,19166.67,0.0,0.0,0.0,0
56,10958.93,7.07,35.54,13.34,1
15,12666.67,8.73,22.0,0.0,0
54,27129.63,1.0,1.35,0.0,0
32,26718.75,0.0,0.0,0.0,0
15,52957.33,0.0,0.0,0.0,0
30,19853.33,0.0,0.0,0.0,0
33,25727.27,5.06,16.88,4.64,1
7,8571.43,0.0,0.0,0.0,0
29,48517.24,0.0,0.38,0.0,0
51,43068.63,0.69,1.71,0.0,0
37,21864.86,0.0,0.0,0.0,0
18,37777.78,0.0,0.5,0.0,0
5,5500.0,0.0,0.0,0.0,0
13,5461.54,0.0,0.0,0.0,0
19,17352.63,0.26,0.26,0.0,0
31,27258.06,0.0,0.0,0.26,0
102,29313.73,0.0,0.0,0.0,0
111,27522.52,0.0,0.04,0.0,0
10,8530.0,0.0,0.0,0.0,0
1,10000.0,0.0,0.0,0.0,0
37,27324.32,0.0,0.19,0.0,0
9,13111.11,0.0,0.0,0.0,0
31,20000.0,0.0,0.0,0.0,0
46,24956.52,0.0,0.7,0.0,0
29,16827.59,0.0,0.41,0.0,0
12,18750.0,16.0,43.92,11.75,1
64,25234.38,0.0,0.0,0.0,0
14,21857.14,35.93,88.36,14.0,1
4,5000.0,0.0,0.0,0.0,0
15,20000.0,10.53,23.27,3.47,1
14,24357.14,7.14,17.14,0.0,0
59,19296.61,0.0,0.0,0.0,0
26,15384.62,0.0,0.0,0.0,0
34,5882.35,0.0,0.0,0.0,0
30,13500.0,0.0,4.1,0.0,0
14,17857.14,0.0,5.07,0.0,0
19,13263.16,0.0,0.0,0.42,0
28,35178.57,4.86,8.07,6.07,1
61,27926.23,2.28,5.98,4.31,1
23,15695.65,0.0,0.0,0.0,0
17,32588.24,0.0,0.0,0.0,0
28,27857.14,0.0,0.0,0.0,0
42,11547.62,1.62,2.69,0.0,0
29,7482.76,0.17,0.28,0.0,0
6,19500.0,0.0,0.0,0.0,0
63,29126.98,0.0,0.0,0.0,0
20,19000.0,0.0,0.0,0.0,0
9,17222.22,0.0,0.0,0.0,0
12,21250.0,0.0,0.0,0.0,0
5,8000.0,0.0,0.0,0.0,0
21,31238.1,0.0,0.05,0.0,0
16,25937.5,0.0,0.0,0.0,0
17,17647.06,0.0,3.94,0.0,0
2,10000.0,0.0,0.0,0.0,0
20,12500.0,20.45,57.45,17.25,1
53,38396.23,0.0,0.0,0.0,0
14,17500.0,15.07,95.86,21.5,1
34,20088.24,0.0,0.0,0.0,0
19,21842.11,0.0,0.0,0.0,0
5,11400.0,0.0,0.0,0.0,0
74,29986.49,0.0,0.0,0.0,0
49,19591.84,0.0,0.02,0.0,0
31,41290.32,0.84,1.16,0.0,0
27,60433.33,0.0,0.04,0.0,0
35,29885.71,6.89,31.63,4.86,1
7,10000.0,0.0,0.0,0.0,0
17,43529.41,0.0,0.0,0.0,0
28,23928.57,0.0,0.0,0.0,0
52,25096.15,0.0,0.12,0.0,0
50,45600.0,0.52,0.56,0.0,0
35,12428.57,0.0,0.0,0.0,0
27,23333.33,2.07,3.0,0.89,0
36,29763.89,0.0,0.0,0.0,0
1,30000.0,0.0,0.0,0.0,0
6,13166.67,0.0,0.0,0.0,0
1,8000.0,0.0,0.0,0.0,0
6,11666.67,0.0,0.0,0.0,0
10,7700.0,0.0,0.0,0.0,0
17,16058.82,15.94,39.65,20.59,1
35,25000.0,0.0,0.0,0.0,0
42,15880.95,0.0,0.4,0.0,0
45,33155.56,2.64,6.29,4.33,1
30,14850.0,1.3,1.6,0.0,0
13,18846.15,0.0,0.0,0.0,0
17,22000.0,0.0,0.0,0.0,0
85,15570.59,0.0,0.0,0.0,0
4,10000.0,0.0,0.0,0.0,0
9,13611.11,0.0,0.0,0.0,0
23,47173.91,0.0,0.65,0.0,0
14,19642.86,0.0,0.0,0.0,0
24,26041.67,0.0,0.0,0.0,0
60,26183.33,0.0,0.0,0.0,0
56,13107.14,0.0,1.75,0.0,0
12,13750.0,0.0,0.0,0.0,0
52,23942.31,0.52,1.0,0.0,0
111,30304.5,2.12,4.84,2.4,1
53,27764.15,0.0,0.0,0.0,0
28,31928.57,0.0,0.0,0.0,0
69,21166.67,0.0,0.59,0.0,0
16,27187.5,0.75,1.0,0.0,0
18,22222.22,132.06,338.61,69.06,1
12,19500.0,64.67,157.25,34.5,1
54,34074.07,0.0,0.11,0.26,0
33,17272.73,2.88,5.45,0.0,0
17,21176.47,0.0,0.0,0.0,0
50,19080.0,0.2,0.2,0.0,0
11,9545.45,0.0,0.0,0.0,0
17,31058.82,0.0,20.35,0.0,0
54,33981.48,8.22,13.56,3.24,1
77,23967.53,0.08,0.16,0.0,0
46,18560.39,0.0,0.04,0.0,0
6,20666.67,0.0,0.0,0.0,0
23,15586.96,0.0,0.0,0.0,0
97,19989.69,0.66,1.11,0.0,0
74,20250.0,0.0,0.0,0.0,0
10,21000.0,21.2,30.7,16.5,1
31,15903.23,0.0,0.0,0.0,0
15,36300.0,0.0,0.0,0.0,0
7,6642.86,0.0,0.0,0.0,0
41,44390.24,0.0,0.37,0.0,0
8,14812.5,0.0,0.0,0.0,0
14,17857.14,0.0,0.0,0.0,0
14,15000.0,0.0,0.0,0.0,0
22,21590.91,5.0,10.86,6.41,1
17,13823.53,0.0,19.88,0.0,0
26,22846.15,0.0,0.58,0.0,0
19,21315.79,0.0,0.0,0.0,0
13,35000.0,0.0,0.0,0.0,0
28,18607.14,0.0,0.0,0.0,0
42,28952.38,0.0,31.33,0.0,0
69,29927.54,0.0,0.01,0.2,0
8,36250.0,27.0,69.62,30.88,1
3,25000.0,0.0,449.33,0.0,0
4,10000.0,0.0,0.0,0.0,0
2,15000.0,0.0,0.0,0.0,0
31,18516.13,0.0,0.19,0.0,0
8,17150.0,0.0,0.0,0.0,0
19,47105.26,0.0,0.0,0.0,0
37,40135.14,12.35,31.7,0.0,0
148,149297.3,2.15,12.37,2.17,0
48,21187.5,0.0,0.02,0.0,0
15,8266.67,0.0,0.2,0.0,0
14,37142.86,0.36,0.36,0.0,0
17,20294.12,13.88,28.29,0.0,0
53,27603.77,1.81,5.04,0.13,0
6,22500.0,0.0,0.0,0.0,0
38,22332.89,0.21,0.82,0.18,0
36,29444.44,0.0,0.0,0.0,0
16,16062.5,0.0,0.0,0.0,0
76,23796.05,0.0,0.0,0.0,0
40,23525.0,0.3,0.3,0.0,0
1,100000.0,0.0,0.0,0.0,0
1,100000.0,0.0,0.0,0.0,0
30,28966.67,0.0,0.0,0.0,0
7,20000.0,0.0,0.0,0.0,0
27,38148.15,9.7,20.33,5.81,1
8,56250.0,0.0,0.0,0.0,0
70,33971.43,0.0,0.46,0.0,0
5,14000.0,0.0,0.0,0.0,0
4,13500.0,0.0,0.0,0.0,0
95,30673.68,0.0,0.0,0.0,0
38,29868.42,0.0,0.0,0.0,0
36,12694.44,0.0,0.0,0.0,0
12,14833.33,20.92,55.17,23.5,1
17,26470.59,0.0,0.12,0.0,0
26,20826.92,0.0,0.0,0.0,0
2,12500.0,0.0,0.0,0.0,0
7,15285.71,60.57,168.71,65.0,1
15,21300.0,3.67,5.4,0.0,0
58,23068.97,1.02,1.07,1.0,0
26,17192.31,1.54,2.12,0.0,0
19,23894.74,48.0,124.84,54.53,1
17,35294.12,0.0,0.0,0.0,0
30,44150.0,0.0,0.0,0.0,0
38,23276.32,0.0,0.0,0.0,0
9,14722.22,0.0,0.0,0.0,0
17,10705.88,0.0,0.0,0.0,0
33,33606.06,0.0,0.0,0.0,0
7,12857.14,0.0,0.0,0.0,0
29,20310.34,0.0,0.0,0.72,0
232,117267.24,2.26,6.78,2.6,1
34,37470.59,0.0,0.0,0.0,0
20,21750.0,0.0,0.0,0.0,0
10,10000.0,0.0,0.5,0.0,0
10,11500.0,92.8,251.1,102.1,1
27,20925.93,0.0,0.0,0.0,0
29,22931.03,0.0,0.0,0.0,0
183,18090.16,0.0,0.0,0.0,0
51,18705.88,0.0,0.06,0.0,0
46,28795.65,0.46,0.46,0.0,0
70,21771.43,0.0,0.0,0.04,0
8,9375.0,0.0,0.0,0.0,0
54,29601.85,0.0,0.0,0.0,0
15,28666.67,0.0,0.07,0.0,0
20,18637.5,4.4,7.95,4.65,1
11,27272.73,0.0,0.0,0.0,0
3,10000.0,0.0,0.0,0.0,0
28,27285.71,3.14,7.57,0.0,0
62,17596.77,0.0,0.61,0.0,0
5,12600.0,0.0,0.0,0.0,0
16,16562.5,6.06,10.75,0.0,0
28,15464.29,0.0,0.0,0.0,0
19,27105.26,0.0,0.0,0.0,0
21,30714.29,0.19,0.19,0.0,0
8,15000.0,0.0,0.0,0.0,0
6,15000.0,0.0,1.5,0.0,0
4,10000.0,0.0,0.0,0.0,0
16,23187.5,0.0,0.0,0.0,0
2,52125.0,0.0,394.5,0.0,0
19,20947.37,20.0,35.84,29.79,1
10,16250.0,12.5,28.5,0.0,0
89,24016.85,0.04,0.67,0.11,0
44,19545.45,0.0,0.05,0.0,0
27,24185.19,0.74,0.74,0.44,0
23,23956.52,19.43,37.52,0.0,0
19,28631.58,0.0,0.0,0.0,0
5,10000.0,0.0,0.0,0.0,0
19,36842.11,0.0,0.0,0.0,0
27,15740.74,0.0,0.44,0.0,0
63,29444.44,0.06,0.06,0.0,0
30,20683.33,0.0,0.57,0.0,0
29,18448.28,0.0,0.0,0.0,0
11,19922.73,47.64,134.64,45.36,1
29,18620.69,0.0,0.0,0.0,0
34,17205.88,0.0,0.06,0.0,0
77,19000.0,0.0,0.0,0.0,0
18,21666.67,74.0,189.33,80.89,1
34,22588.24,0.0,0.0,0.0,0
30,67100.0,0.0,0.0,0.0,0
91,15758.24,0.0,0.0,0.0,0
46,36695.65,0.0,0.0,0.0,0
23,14347.83,0.0,0.0,0.0,0
7,26428.57,19.86,46.57,24.29,1
38,36973.68,0.0,0.0,0.0,0
27,37222.22,0.0,0.0,0.0,0
23,27869.57,2.7,2.96,0.0,0
32,29218.75,0.0,0.0,0.0,0
71,24577.46,0.0,0.0,0.0,0
9,17777.78,65.89,177.44,72.78,1
23,42200.0,1.57,1.57,1.22,0
21,54523.81,2.38,2.38,0.0,0
27,32777.78,0.0,0.11,0.0,0
18,67944.44,0.0,0.0,0.0,0
57,25166.67,0.14,0.14,0.0,0
27,40185.19,0.0,0.56,0.0,0
37,36108.11,9.43,26.24,0.0,0
11,45318.18,0.0,0.0,0.0,0
39,20769.23,0.0,0.0,0.0,0
29,29827.59,0.0,0.14,0.0,0
27,20370.37,0.0,1.22,0.0,0
104,17086.54,0.0,0.04,0.0,0
31,16387.1,0.0,0.0,0.0,0
25,60560.0,0.0,0.0,0.0,0
50,16140.0,9.44,14.72,10.42,1
33,13030.3,0.0,0.0,0.0,0
25,16280.0,0.0,0.16,0.0,0
33,25030.3,0.12,0.18,0.0,0
23,33804.35,0.0,449.83,0.0,0
38,21421.05,0.0,0.5,0.0,0
3,16000.0,0.0,0.0,0.0,0
74,28148.65,0.0,0.0,0.0,0
24,31000.0,0.0,0.0,0.0,0
30,12900.0,0.33,0.7,0.0,0
18,113333.33,8.5,20.44,10.22,1
49,26632.65,0.1,0.8,0.0,0
19,22631.58,0.0,0.0,0.0,0
34,21632.35,0.12,0.12,0.0,0
19,21578.95,2.95,8.26,1.05,0
17,15088.24,0.24,0.35,0.0,0
34,25282.35,38.74,97.68,48.32,1
49,23520.41,0.0,0.0,0.0,0
20,16050.0,0.0,0.0,0.0,0
19,21342.11,0.0,4.47,0.0,0
40,129000.0,26.72,73.12,41.95,1
25,13600.0,0.0,0.0,0.0,0
24,13125.0,0.0,0.0,0.0,0
21,11666.67,32.67,77.57,13.29,1
3,90000.0,0.0,0.0,0.0,0
110,121909.09,7.98,20.11,5.04,1
103,125281.55,15.9,41.34,14.57,1
17,20882.35,5.71,11.06,6.71,1
6,20000.0,0.0,0.0,0.0,0
33,19090.91,1.15,1.3,0.0,0
25,23840.0,0.0,0.0,0.0,0
12,28333.33,6.08,42.08,0.0,0
24,25375.0,0.0,0.0,0.0,0
10,30450.0,33.0,64.7,42.3,1
43,18127.91,0.0,0.0,0.0,0
166,152018.07,3.51,9.45,6.7,1
10,39000.0,151.9,432.6,167.4,1
68,18801.47,0.0,0.0,0.0,0
21,23571.43,0.0,0.0,0.0,0
25,13800.0,5.2,7.24,0.0,0
43,23197.67,0.0,0.0,0.05,0
3,15000.0,139.0,386.67,0.0,0
1,150000.0,0.0,0.0,0.0,0
142,159260.56,4.54,16.94,5.27,1
9,20555.56,0.0,0.0,0.0,0
12,16250.0,0.0,1.67,0.08,0
32,17031.25,0.66,0.78,0.75,0
21,19023.81,20.81,49.43,25.24,1
41,15780.49,0.0,0.0,0.0,0
114,13848.25,0.0,0.0,0.0,0
28,20957.14,0.96,1.36,0.0,0
26,27846.15,0.0,0.0,0.0,0
15,28366.67,0.0,0.0,0.0,0
37,30486.49,0.11,0.11,0.0,0
36,14250.0,0.0,0.25,0.0,0
17,13441.18,0.0,8.71,0.0,0
36,21375.0,3.81,9.39,6.56,1
9,24444.44,0.0,0.0,0.0,0
31,34806.45,6.26,12.29,0.0,0
6,83333.33,0.0,0.0,0.0,0
21,29214.29,0.0,0.0,0.0,0
36,30055.56,0.0,0.0,0.0,0
68,37613.97,0.0,0.0,0.0,0
5,6100.0,0.0,0.0,0.0,0
15,32666.67,15.47,27.27,0.0,0
33,16515.15,0.21,0.21,0.0,0
33,46969.7,0.0,0.0,0.0,0
21,20285.71,0.0,0.0,0.0,0
28,13214.29,0.0,0.21,0.0,0
13,36538.46,0.0,0.0,0.0,0
40,18900.0,0.0,0.0,0.0,0
20,19810.0,0.0,0.0,0.0,0
11,35181.82,0.0,0.0,0.0,0
90,23861.11,0.21,0.21,0.0,0
9,26000.0,0.0,0.0,0.0,0
55,13154.55,0.62,1.18,1.56,0
9,13333.33,0.0,0.0,0.0,0
33,24303.03,10.85,27.94,10.58,1
34,22235.29,0.24,1.79,0.0,0
5,23000.0,0.0,0.0,0.0,0
29,27275.86,1.41,3.21,0.0,0
37,27613.51,2.92,5.81,0.0,0
10,72000.0,0.0,0.0,0.0,0
2,20000.0,0.0,0.0,0.0,0
1,5000.0,0.0,0.0,0.0,0
4,22500.0,0.0,0.0,0.0,0
44,31170.45,0.14,1.39,0.0,0
18,20611.11,26.44,73.22,39.56,1
19,17368.42,0.32,0.37,0.0,0
30,32866.67,0.0,0.0,0.0,0
62,31016.13,0.0,0.0,0.0,0
6,17000.0,0.0,151.17,0.0,0
28,15071.43,0.86,0.96,0.0,0
30,27333.33,0.0,0.33,0.0,0
7,19785.71,19.57,58.57,24.0,1
67,28253.73,0.0,0.0,0.0,0
40,28475.0,0.0,0.0,0.0,0
50,34500.0,0.0,0.0,0.0,0
55,40600.0,10.75,24.58,13.49,1
10,65000.0,0.0,0.3,0.0,0
39,19487.18,0.0,0.0,0.0,0
4,16750.0,0.0,0.0,0.0,0
19,39210.53,3.53,4.63,0.0,0
45,41200.0,0.0,0.0,0.0,0
28,15000.0,0.0,0.0,0.0,0
24,20416.67,0.0,0.0,0.0,0
5,33000.0,0.0,0.0,0.0,0
51,10313.73,1.31,1.53,0.0,0
12,11250.0,0.0,0.0,0.0,0
7,20000.0,0.0,41.57,0.0,0
10,15100.0,22.4,55.1,0.0,0
3,10000.0,0.0,0.0,0.0,0
14,17250.0,14.93,43.29,17.14,1
31,37419.35,0.65,1.68,1.65,0
37,20918.92,0.0,0.16,0.0,0
11,47727.27,0.0,2.18,0.0,0
66,27325.76,0.08,0.08,0.0,0
244,120463.11,4.09,10.04,3.83,1
113,144247.79,7.55,17.58,4.45,1
5,18000.0,139.2,381.2,0.0,0
10,19400.0,10.2,18.9,4.4,1
8,46875.0,8.75,14.88,0.0,0
22,22045.45,0.0,0.0,0.0,0
18,20555.56,0.0,0.33,1.17,0
56,30928.57,16.91,33.91,27.71,1
2,20000.0,0.0,0.0,0.0,0
5,10000.0,0.0,0.0,0.0,0
8,15550.0,0.0,0.0,0.0,0
25,12600.0,0.0,0.0,0.0,0
81,16623.46,0.26,0.26,0.0,0
20,21500.0,0.0,0.4,0.0,0
12,31916.67,1.0,1.0,0.0,0
18,32222.22,0.0,0.0,0.0,0
33,18333.33,0.0,0.0,0.0,0
2,15000.0,0.0,0.0,0.0,0
23,21695.65,2.09,3.09,0.0,0
18,28000.0,3.11,4.61,0.0,0
18,29316.67,0.0,0.33,0.0,0
7,49285.71,30.86,82.14,39.71,1
8,18000.0,0.0,0.0,0.0,0
1,30000.0,0.0,0.0,0.0,0
11,12818.18,20.09,41.18,25.73,1
22,30681.82,0.0,0.09,0.0,0
52,26519.23,0.0,0.0,0.0,0
13,17692.31,0.0,0.0,0.0,0
16,22500.0,9.69,37.5,0.0,0
43,37906.98,0.0,0.0,0.0,0
18,27777.78,0.0,0.0,0.0,0
21,40952.38,0.0,1.52,0.0,0
23,17173.91,0.0,0.0,0.0,0
12,31666.67,0.0,0.0,0.0,0
29,25689.66,0.0,0.48,0.0,0
11,22727.27,0.55,11.36,0.0,0
13,35153.85,0.0,1.08,0.0,0
57,13192.98,1.67,4.74,0.0,0
48,37989.58,0.0,0.0,0.0,0
23,28478.26,0.0,0.0,0.0,0
25,32200.0,0.0,0.0,0.0,0
13,13846.15,28.31,68.23,37.62,1
54,19074.07,0.0,0.0,0.0,0
75,14986.67,0.0,0.0,0.0,0
8,25625.0,0.0,0.0,0.0,0
7,44428.57,0.0,0.0,0.0,0
12,72916.67,0.0,0.0,0.0,0
2,15000.0,152.5,412.0,168.0,1
27,18888.89,0.0,0.0,0.0,0
8,18125.0,0.0,11.25,0.0,0
22,22295.45,8.09,16.0,0.0,0
78,29820.51,0.45,0.51,0.67,0
19,17194.74,0.0,1.11,0.0,0
16,33312.5,0.0,0.0,0.0,0
32,20781.25,0.0,0.0,0.0,0
11,31818.18,0.0,0.0,0.0,0
3,25000.0,0.0,0.0,0.0,0
48,19375.0,0.0,0.0,0.0,0
68,27566.18,1.41,4.13,2.69,1
37,25837.84,0.95,1.49,0.0,0
13,17846.15,0.0,0.0,0.0,0
1,200000.0,0.0,0.0,0.0,0
39,16141.03,0.0,0.0,0.0,0
78,16948.72,0.18,0.18,0.0,0
10,16000.0,17.1,39.3,32.3,1
21,17857.14,0.0,0.1,0.33,0
22,18454.55,0.36,1.0,0.0,0
3,21666.67,0.0,0.0,0.0,0
55,26781.82,0.0,0.04,0.0,0
46,27391.3,3.8,5.35,1.5,0
15,15000.0,0.0,0.0,0.0,0
5,20000.0,56.6,125.0,0.0,0
20,36300.0,9.5,22.2,15.4,1
31,49532.26,0.0,0.06,0.0,0
48,17500.0,0.0,0.02,0.0,0
71,21408.45,0.0,0.0,0.0,0
7,11857.14,0.0,0.0,0.0,0
14,12500.0,122.93,315.79,25.43,1
55,20127.27,0.0,0.0,0.0,0
35,41428.57,0.0,0.49,0.0,0
62,27919.35,0.45,0.48,0.0,0
111,20432.43,0.0,0.0,0.0,0
27,31592.59,0.0,0.0,0.0,0
32,34968.75,0.0,0.0,0.0,0
28,20357.14,0.0,0.0,0.0,0
59,36203.39,0.0,0.0,0.0,0
41,15609.76,0.76,0.76,0.0,0
75,14438.67,0.0,0.0,0.0,0
5,20800.0,0.0,0.0,0.0,0
22,58636.36,0.0,0.0,0.0,0
4,13750.0,0.0,0.0,0.0,0
17,13823.53,1.12,1.41,0.0,0
3,13333.33,0.0,0.0,0.0,0
13,14807.69,0.0,0.15,0.0,0
4,10250.0,0.0,6.0,0.0,0
10,27250.0,25.5,44.3,5.1,1
23,22086.96,43.48,93.91,1.3,0
9,19000.0,0.0,0.0,0.0,0
17,24411.76,0.0,0.0,0.0,0
19,30000.0,0.26,0.68,0.0,0
4,9750.0,0.0,0.0,0.0,0
41,35365.85,0.12,0.12,0.0,0
34,56617.65,0.0,0.41,0.0,0
8,5000.0,0.0,0.0,0.0,0
21,32857.14,0.0,2.62,0.0,0
14,20000.0,0.0,0.0,0.0,0
13,27307.69,41.69,111.08,46.46,1
19,12894.74,0.0,4.42,0.0,0
32,13750.0,0.0,0.47,0.0,0
46,29750.0,0.09,0.22,0.0,0
15,21766.67,0.0,16.2,0.0,0
33,31818.18,0.0,0.0,0.0,0
110,134212.88,7.03,21.03,11.21,1
11,21818.18,0.0,0.82,0.0,0
39,19794.87,0.0,0.18,0.0,0
35,18028.57,0.0,0.0,0.0,0
58,35801.72,0.0,0.0,0.0,0
23,16304.35,0.0,0.0,0.0,0
31,14612.9,0.0,0.0,0.0,0
41,20390.24,0.0,0.0,0.0,0
29,24655.17,0.0,0.07,0.0,0
11,12727.27,0.0,0.0,0.0,0
3,11666.67,93.0,248.67,103.33,1
18,27777.78,0.0,4.78,0.0,0
36,32388.89,0.0,0.56,0.0,0
124,23508.06,0.04,0.1,0.0,0
8,11687.5,0.0,12.38,0.0,0
9,25000.0,103.56,297.56,72.33,1
5,27950.0,0.0,0.0,0.0,0
11,17727.27,0.64,1.09,0.0,0
31,55806.45,4.52,7.03,4.94,1
35,20914.29,0.0,0.0,0.0,0
9,18333.33,20.67,41.0,24.11,1
17,22647.06,0.0,0.0,0.0,0
55,58818.18,0.0,0.02,0.0,0
15,46000.0,35.67,102.67,50.47,1
12,7083.33,5.67,7.75,0.0,0
11,24090.91,0.0,0.0,0.0,0
24,18000.0,0.0,0.0,0.0,0
203,113236.45,2.19,5.71,2.13,0
49,17469.39,0.0,0.0,0.0,0
6,100000.0,0.0,0.0,0.0,0
23,27608.7,0.0,0.0,0.0,0
30,29233.33,0.17,1.3,0.0,0
47,9319.15,0.7,0.7,1.06,0
24,28541.67,0.0,0.0,0.0,0
53,24905.66,0.0,0.0,0.0,0
16,31562.5,0.44,1.75,0.0,0
23,43695.65,0.0,0.0,0.0,0
29,34482.76,0.0,0.0,0.0,0
27,37555.56,4.0,6.89,1.3,0
6,9166.67,0.0,0.0,0.0,0
58,26034.48,0.0,0.0,0.0,0
25,11800.0,0.0,0.32,0.0,0
7,8571.43,29.57,75.71,34.0,1
27,30740.74,0.0,0.0,0.0,0
32,30468.75,0.0,0.0,0.0,0
88,144659.09,2.32,4.06,2.77,1
10,17000.0,0.0,2.7,0.0,0
33,13545.45,0.82,1.27,0.7,0
22,57954.55,0.0,0.0,0.0,0
21,66428.57,0.19,0.19,0.0,0
27,22314.81,0.0,5.41,0.0,0
30,22666.67,0.0,2.8,0.0,0
17,16176.47,1.47,1.71,0.0,0
42,25476.19,0.43,1.43,0.0,0
23,33152.17,0.0,0.0,0.0,0
48,35989.58,0.0,0.29,0.0,0
15,20666.67,0.0,0.0,0.0,0
19,13368.42,0.21,0.21,0.0,0
44,20602.27,0.09,0.8,1.59,0
3,20000.0,0.0,0.0,0.0,0
3,11666.67,0.0,0.0,0.0,0
53,19650.94,0.0,0.0,0.0,0
39,29358.97,0.51,1.1,0.0,0
7,32857.14,0.86,17.0,0.0,0
5,15000.0,0.0,0.0,0.0,0
23,38695.65,0.0,0.35,0.0,0
40,31125.0,0.0,0.05,0.05,0
29,29931.03,0.0,0.0,0.0,0
34,23911.76,0.0,0.0,0.0,0
24,17375.0,0.0,0.33,0.0,0
25,21000.0,2.48,45.32,2.88,1
7,20714.29,0.0,0.0,0.0,0
19,25789.47,0.21,0.74,0.37,0
42,30976.19,0.0,0.0,0.0,0
23,15826.09,0.26,0.26,0.0,0
14,11964.29,0.0,1.14,0.0,0
28,43571.43,0.0,0.14,0.0,0
26,22884.62,3.88,6.69,2.73,1
10,20500.0,0.0,0.0,0.0,0
21,21904.76,0.0,0.0,0.0,0
30,18833.33,0.0,0.0,0.0,0
7,30000.0,0.0,0.0,0.0,0
4,8750.0,0.0,0.0,0.0,0
6,11666.67,0.0,0.0,0.0,0
39,43987.18,0.0,0.0,0.0,0
21,18095.24,2.14,4.14,0.0,0
3,8333.33,0.0,0.0,0.0,0
20,41435.0,0.0,0.0,0.0,0
12,17250.0,0.0,0.0,0.0,0
15,17346.67,0.0,0.0,0.0,0
17,28823.53,0.0,0.12,0.0,0
6,18333.33,0.0,0.0,0.0,0
53,20679.25,0.32,0.38,0.0,0
4,25000.0,1.0,1.0,0.0,0
14,26428.57,0.0,0.0,0.0,0
15,26333.33,0.0,0.0,0.0,0
65,165384.62,2.74,6.18,2.46,1
12,20833.33,0.0,3.17,0.0,0
24,16500.0,0.0,0.0,0.0,0
27,30000.0,0.59,0.59,0.0,0
20,21000.0,20.1,71.95,21.1,1
44,40670.45,1.36,2.05,0.0,0
12,28750.0,1.17,5.25,0.25,0
14,39071.43,0.0,0.0,0.0,0
14,46071.43,0.0,0.0,0.0,0
5,18000.0,0.0,0.0,0.0,0
45,23133.33,0.0,0.0,0.0,0
13,13461.54,17.15,28.31,0.0,0
7,8571.43,0.0,0.0,0.0,0
20,12875.0,0.0,0.0,0.0,0
5,8900.0,94.0,245.6,106.4,1
29,19000.0,0.0,0.03,0.0,0
10,19800.0,170.8,448.7,192.5,1
29,33620.69,0.0,0.17,0.0,0
10,25000.0,0.0,50.5,0.0,0
18,13222.22,1.72,6.22,0.0,0
27,29796.3,0.0,0.0,0.0,0
19,27092.11,0.68,1.26,0.0,0
42,30690.48,0.29,0.86,0.0,0
14,8035.71,1.86,2.64,0.0,0
3,11833.33,0.0,0.0,0.0,0
28,17214.29,0.18,0.18,0.0,0
66,19045.45,0.0,0.0,0.0,0
8,88500.0,34.25,65.0,39.0,1
59,27118.64,0.0,0.1,0.0,0
36,28361.11,0.17,0.64,0.0,0
23,22391.3,0.0,0.0,0.0,0
46,21108.7,0.0,0.0,0.0,0
33,20878.79,0.0,0.0,0.0,0
21,21904.76,0.0,0.0,0.0,0
20,20750.0,2.45,13.65,0.0,0
40,25875.0,0.6,2.85,0.02,0
13,15153.85,0.0,2.38,0.0,0
22,38181.82,0.0,0.36,0.0,0
9,20333.33,0.0,28.22,0.0,0
20,32425.0,0.55,0.9,2.1,0
19,16815.79,0.0,0.0,0.0,0
10,23545.0,0.0,1.3,0.0,0
132,104507.58,0.74,2.43,1.21,0
2,25000.0,0.0,0.0,0.0,0
11,17090.91,0.0,0.45,0.0,0
19,15052.63,10.68,13.95,5.95,1
