Number Of Loans,Average Principal,Past One Month,Past Three Months,Average Over Due Days,Low/High Risk
19,52631.58,5.32,13.47,0.0,0
27,35555.56,0.0,55.52,0.0,0
98,43061.22,0.0,0.0,0.0,0
6,12500.0,0.0,0.0,0.0,0
87,52281.61,0.13,0.2,0.0,0
58,42189.66,0.0,0.03,0.0,0
17,16470.59,0.0,0.0,0.0,0
50,21180.0,0.26,0.26,0.0,0
75,41360.0,2.4,6.17,0.0,0
43,39569.77,0.0,0.0,0.0,0
15,20333.33,0.0,0.0,0.0,0
9,23333.33,0.0,0.0,0.0,0
67,29097.01,0.0,0.0,0.0,0
22,19409.09,0.0,0.0,0.0,0
5,22000.0,0.0,0.0,0.0,0
59,38271.19,0.83,1.27,0.0,0
108,13212.96,0.0,0.0,0.0,0
81,35701.23,1.04,1.53,0.0,0
46,52652.17,0.0,0.0,0.0,0
107,20158.88,0.75,1.41,1.04,0
26,22000.0,3.46,7.96,5.19,1
74,36168.92,0.0,0.0,0.0,0
54,37666.67,0.0,0.0,0.0,0
81,29867.9,0.05,0.1,0.0,0
46,33760.87,0.0,0.15,0.0,0
5,44000.0,0.0,0.0,0.0,0
1185,19475.11,0.0,0.0,0.0,0
1913,20175.29,0.0,0.02,0.0,0
105,17271.43,1.57,3.62,0.0,0
79,39981.01,0.09,0.09,0.48,0
36,40555.56,0.0,0.0,0.0,0
44,48102.27,0.0,0.2,0.0,0
48,29916.67,0.0,0.0,0.0,0
143,23020.98,0.0,0.0,0.0,0
38,46868.42,0.0,0.0,0.0,0
26,24519.23,0.0,0.0,0.0,0
38,46842.11,8.87,21.26,10.5,1
80,22170.62,0.0,0.0,0.0,0
202,25276.73,0.0,0.01,0.0,0
66,31106.06,0.0,0.0,0.0,0
32,59843.75,0.0,0.0,0.0,0
44,33954.55,0.0,0.0,0.0,0
53,35547.17,0.0,0.0,0.0,0
2,25000.0,0.0,0.0,0.0,0
98,32308.67,0.0,0.23,0.03,0
1,5000.0,0.0,0.0,0.0,0
45,20222.22,0.0,6.11,0.0,0
42,17083.33,0.0,0.0,0.0,0
139,23510.07,5.01,11.62,6.65,1
51,32098.04,3.71,7.27,0.0,0
205,17356.1,0.0,0.0,0.0,0
117,26726.5,0.0,0.0,0.0,0
61,27622.95,0.0,0.0,0.0,0
103,30359.22,2.58,6.97,0.0,0
72,21402.78,0.78,0.97,0.0,0
86,40465.12,0.23,0.23,0.38,0
17,19411.76,0.0,0.0,0.0,0
10,24000.0,0.0,0.0,0.0,0
51,49450.98,0.0,0.08,0.0,0
12,23750.0,0.0,0.0,0.0,0
255,23504.12,1.32,3.6,0.0,0
113,22048.67,0.03,0.04,0.0,0
66,38484.85,0.0,0.18,0.0,0
30,34833.33,0.0,0.0,0.0,0
13,16923.08,0.0,0.0,0.0,0
46,20510.87,0.0,0.0,0.0,0
112,19651.79,0.0,0.0,0.0,0
25,28800.0,0.0,0.0,0.0,0
13,12692.31,0.0,0.0,0.0,0
49,38265.31,0.0,0.0,0.0,0
43,26000.0,0.28,2.37,0.0,0
102,25455.88,0.11,0.2,0.0,0
1,10000.0,0.0,0.0,0.0,0
58,24387.93,0.0,0.09,0.0,0
23,27826.09,98.7,276.3,0.0,0
42,25000.0,0.0,0.0,0.0,0
39,52769.23,0.0,0.0,0.0,0
37,46783.78,0.0,0.0,0.0,0
72,14008.33,14.86,35.54,17.01,1
8,25625.0,0.0,0.0,0.0,0
29,58867.24,0.0,0.0,0.0,0
52,34211.54,0.0,0.0,0.0,0
81,41395.06,0.0,0.51,0.0,0
95,34105.26,0.0,0.0,0.0,0
120,24266.67,0.0,0.02,0.0,0
12,28750.0,0.0,0.0,0.0,0
52,46875.0,0.13,6.94,0.33,0
66,20348.48,0.23,0.82,0.0,0
39,37179.49,0.0,0.0,0.0,0
14,26071.43,0.0,0.0,0.0,0
58,29568.97,0.0,0.0,0.0,0
85,31454.12,8.24,24.0,8.6,1
65,18538.46,0.11,0.11,0.0,0
78,38458.97,0.0,0.0,0.0,0
107,19497.66,0.0,0.0,0.0,0
50,15460.0,0.0,0.0,0.0,0
83,26825.3,0.0,0.02,0.0,0
64,43671.88,5.44,14.12,8.2,1
49,54489.8,0.0,0.0,0.0,0
55,38854.55,0.22,0.33,0.0,0
192,26650.52,0.0,0.36,0.0,0
25,23600.0,0.0,0.0,0.0,0
20,25750.0,0.0,0.0,0.0,0
81,30172.84,0.0,0.0,0.0,0
38,29473.68,0.0,0.0,0.0,0
77,29603.25,0.08,0.13,0.0,0
22,10840.91,0.0,0.0,0.0,0
35,21542.86,0.0,0.0,0.0,0
67,20104.48,0.0,0.03,0.0,0
39,23512.82,0.0,0.0,0.0,0
64,26484.38,2.08,3.25,0.0,0
32,25468.75,0.0,0.0,0.0,0
32,36312.5,0.0,0.16,0.0,0
2,22500.0,0.0,0.0,0.0,0
69,45884.06,0.0,0.0,0.0,0
29,19672.41,0.0,0.0,0.0,0
170,18388.24,0.0,8.15,0.0,0
5,16000.0,0.0,0.0,0.0,0
82,37859.76,0.13,0.28,0.0,0
14,26642.86,0.0,0.0,0.0,0
25,30360.0,4.56,9.8,0.0,0
48,30833.33,0.0,0.29,0.17,0
69,35289.86,0.0,23.9,0.0,0
24,18541.67,0.0,0.0,0.0,0
133,20584.21,4.89,11.16,7.21,1
67,26044.78,1.58,2.31,2.97,1
25,20880.0,0.0,0.0,0.0,0
12,24166.67,0.0,0.0,0.0,0
76,48934.21,0.0,0.0,0.0,0
175,19360.0,0.0,0.0,0.0,0
10,18400.0,0.0,0.0,0.0,0
12,16666.67,0.0,0.0,0.0,0
15,27500.0,0.0,0.0,0.0,0
145,20158.62,0.88,1.03,1.74,0
66,52500.0,0.0,0.03,0.0,0
39,30384.62,4.79,12.38,0.0,0
16,19062.5,0.0,0.0,0.0,0
47,20212.77,0.0,0.11,0.0,0
120,22000.0,0.0,0.04,0.0,0
80,40725.0,0.16,3.69,0.0,0
39,33346.15,0.0,0.0,0.0,0
22,39909.09,0.0,0.0,0.0,0
10,15500.0,0.0,0.0,0.0,0
27,14296.3,0.0,0.0,0.0,0
36,22916.67,0.0,0.0,0.0,0
30,23166.67,21.37,61.07,0.0,0
76,29828.95,0.16,0.16,0.0,0
14,17500.0,0.0,0.0,0.0,0
5,10000.0,0.0,0.0,0.0,0
42,23952.38,0.0,0.0,0.0,0
19,21052.63,0.0,0.0,0.0,0
4,29500.0,0.0,0.0,0.0,0
21,27238.1,31.24,89.38,32.71,1
72,24399.31,0.06,0.08,0.0,0
18,18500.0,0.0,0.0,0.0,0
34,31147.06,0.0,0.0,0.0,0
28,22857.14,2.0,3.0,0.0,0
45,22155.56,0.0,0.0,0.0,0
42,45095.24,0.0,0.0,0.0,0
19,36315.79,0.0,0.0,0.0,0
72,41555.56,0.0,0.0,0.0,0
92,23021.74,0.0,0.0,0.0,0
23,33260.87,19.35,54.09,20.7,1
9,30000.0,0.0,0.0,0.0,0
15,13333.33,0.0,0.0,0.0,0
6,16666.67,0.0,0.0,0.0,0
16,24500.0,0.0,0.0,0.0,0
59,34237.29,0.0,0.0,0.0,0
58,27775.86,0.0,0.0,0.0,0
100,15280.0,0.0,0.05,0.0,0
71,26760.56,0.08,0.15,0.13,0
63,51053.97,0.0,0.32,0.0,0
19,10105.26,0.0,0.0,0.0,0
71,38830.99,0.08,0.15,0.0,0
52,21673.08,0.0,0.04,0.0,0
6,17500.0,0.0,0.0,0.0,0
136,39794.12,0.0,0.04,0.0,0
46,47391.3,0.0,0.48,0.0,0
9,10000.0,0.0,0.0,0.0,0
90,26333.33,0.4,0.43,0.0,0
48,27641.67,0.15,0.33,0.0,0
36,39222.22,0.0,0.0,0.0,0
3,11000.0,0.0,0.0,0.0,0
106,23047.17,0.52,1.24,0.0,0
54,22425.93,0.11,1.74,0.69,0
20,24500.0,0.0,0.0,0.0,0
83,55330.72,0.0,0.0,0.0,0
47,14265.96,0.0,0.0,0.0,0
38,21223.68,15.55,41.87,17.18,1
127,31834.65,0.03,0.03,0.0,0
31,36806.45,0.0,0.0,0.0,0
52,31519.23,0.0,0.0,0.0,0
62,40725.81,0.0,0.0,0.0,0
35,33600.0,0.0,0.0,0.0,0
103,35608.74,0.0,0.0,0.0,0
27,20888.89,45.11,125.22,0.0,0
127,27933.07,0.0,0.02,0.0,0
91,26390.11,0.0,0.0,0.0,0
72,14983.33,0.0,0.0,0.0,0
81,28254.32,0.0,0.0,0.0,0
15,16000.0,0.0,0.0,0.0,0
83,30361.45,0.0,0.0,0.0,0
136,24647.06,0.0,0.01,0.0,0
182,35467.03,0.0,0.04,0.0,0
15,12000.0,0.0,0.0,0.0,0
53,36226.42,0.0,0.11,0.0,0
94,17566.49,0.0,0.0,0.0,0
44,38477.27,0.0,0.0,0.0,0
50,36893.8,0.32,0.64,0.0,0
52,19509.62,0.0,0.0,0.0,0
49,24459.18,6.67,18.16,7.31,1
38,30500.0,0.0,0.0,0.0,0
4,16250.0,0.0,0.0,0.0,0
16,18562.5,0.0,0.0,0.0,0
88,35840.91,0.0,0.0,0.0,0
35,19514.29,0.0,0.0,0.0,0
55,18030.91,0.07,0.55,0.0,0
71,10366.2,0.44,0.63,0.31,0
60,33000.0,0.0,0.0,0.0,0
55,20727.27,1.25,3.15,1.56,0
63,17666.67,0.0,0.0,0.0,0
66,16753.03,0.0,0.0,0.0,0
21,35000.0,1.33,1.33,0.0,0
57,43596.49,0.96,1.4,1.51,0
23,26260.87,0.0,18.04,0.0,0
72,18104.17,1.36,2.82,2.18,1
75,20829.33,0.0,0.0,0.0,0
203,21182.27,0.03,0.06,0.0,0
62,21217.74,0.0,0.0,0.0,0
59,27025.42,10.44,24.95,15.12,1
36,22777.78,0.0,0.0,0.0,0
20,29350.0,0.5,0.75,0.0,0
39,61410.26,0.0,0.0,0.0,0
9,12222.22,0.0,0.0,0.0,0
57,17622.81,0.0,1.25,0.0,0
36,53277.78,0.0,0.0,0.0,0
12,19166.67,0.0,0.0,0.0,0
75,23706.67,1.59,2.75,1.35,0
34,35911.76,0.0,0.0,0.0,0
196,25645.41,0.13,0.28,0.04,0
117,17784.62,1.52,3.49,0.0,0
15,12000.0,0.0,0.0,0.0,0
60,25716.67,0.17,0.22,0.0,0
30,23000.0,0.0,0.0,0.0,0
83,37385.54,0.0,0.0,0.0,0
48,27354.17,0.0,0.48,0.0,0
69,33988.41,0.0,0.33,0.0,0
73,28698.63,0.0,0.0,0.0,0
9,17111.11,0.0,0.0,0.0,0
16,29562.5,0.0,0.0,0.0,0
113,28956.19,0.37,0.48,0.0,0
1,20000.0,0.0,0.0,0.0,0
74,41283.78,0.0,0.03,0.0,0
1,20000.0,0.0,0.0,0.0,0
35,19700.0,3.43,9.69,0.0,0
86,27151.16,0.0,0.17,0.16,0
12,28333.33,0.0,0.0,0.0,0
34,27529.41,0.0,0.0,0.0,0
91,26379.12,0.0,0.0,0.0,0
46,22304.35,0.0,0.0,0.0,0
33,18424.24,0.0,0.0,0.0,0
50,38300.0,0.5,0.68,0.0,0
10,22700.0,0.0,0.0,0.0,0
3,20000.0,0.0,0.0,0.0,0
34,25794.12,17.44,49.65,0.0,0
46,23586.96,0.0,1.35,0.46,0
43,39372.09,0.0,0.0,0.0,0
27,28037.04,49.19,137.44,0.0,0
23,12565.22,0.0,0.0,0.0,0
36,32888.89,0.0,0.06,0.0,0
65,38092.31,0.0,0.22,0.0,0
17,30588.24,0.0,0.0,0.0,0
12,10000.0,0.0,0.0,0.0,0
80,19475.0,0.0,0.02,0.0,0
86,20174.42,0.07,0.3,0.0,0
50,26700.0,28.1,78.84,29.96,1
61,27859.02,0.0,0.0,0.0,0
66,11666.67,1.11,1.88,1.5,0
109,31756.88,0.0,0.01,0.0,0
102,29014.71,0.07,0.09,0.0,0
264,32405.3,0.0,0.12,0.0,0
39,23307.69,0.0,0.0,0.0,0
21,13619.05,0.0,0.0,0.0,0
145,25034.48,0.0,0.08,0.0,0
46,22134.78,0.0,0.0,0.0,0
48,18239.58,0.0,0.0,0.0,0
122,12241.8,0.0,0.0,0.0,0
169,22304.73,0.0,0.0,0.0,0
102,32265.59,0.0,0.0,0.0,0
16,23625.0,0.0,0.0,0.0,0
11,29545.45,0.0,0.0,0.0,0
50,17240.0,14.72,40.52,0.0,0
190,20968.42,0.55,0.86,0.0,0
45,37888.89,0.0,0.0,0.0,0
142,24802.82,0.02,0.13,0.0,0
107,26411.21,0.0,0.02,0.0,0
61,30344.26,0.0,0.62,0.25,0
96,21020.83,0.07,0.26,0.0,0
54,34962.96,1.24,2.91,0.0,0
28,26892.86,0.0,50.43,0.0,0
23,15260.87,0.0,0.0,0.0,0
42,21976.19,0.0,2.24,0.0,0
116,44648.71,0.0,0.12,0.0,0
66,20712.12,0.0,0.0,0.0,0
52,26346.15,0.0,0.0,0.0,0
61,33519.67,4.13,10.9,0.0,0
110,17781.82,5.97,17.09,6.25,1
56,21196.43,0.38,0.46,0.0,0
28,18410.71,0.0,0.0,0.0,0
37,41864.86,4.24,7.05,2.68,1
55,23772.73,1.16,1.44,0.0,0
8,12500.0,0.0,0.0,0.0,0
96,14052.08,0.0,0.15,0.0,0
86,21343.02,2.62,9.84,3.05,1
47,16202.13,0.0,0.0,0.0,0
56,25732.14,0.07,0.18,0.0,0
73,30192.88,0.0,0.0,0.0,0
75,25893.33,0.0,0.0,0.0,0
84,16166.67,0.0,0.0,0.0,0
37,14054.05,0.19,0.32,0.0,0
2740,30334.53,0.0,0.0,0.0,0
95,33800.0,0.15,0.24,0.0,0
136,32528.31,0.0,0.6,0.01,0
29,20275.86,0.0,0.0,0.0,0
72,30506.94,0.0,0.0,0.0,0
19,32894.74,0.0,0.0,0.0,0
18,25388.89,0.0,0.17,0.0,0
38,41684.21,0.0,0.0,0.0,0
24,26291.67,0.0,0.0,0.0,0
35,23714.29,3.43,5.6,0.0,0
60,18941.67,0.0,0.0,0.0,0
53,19754.72,0.0,0.0,0.0,0
51,36117.65,0.0,0.0,0.0,0
66,31393.86,0.0,0.0,0.0,0
40,19000.0,0.48,2.65,0.0,0
63,19301.59,0.0,0.0,0.0,0
128,28636.72,0.0,0.07,0.0,0
1365,28113.04,0.0,0.0,0.0,0
23,41086.96,0.0,0.0,0.0,0
69,18637.68,0.0,0.0,0.0,0
91,16947.8,0.04,0.07,0.0,0
78,25750.32,0.0,0.05,0.0,0
1,20000.0,0.0,0.0,0.0,0
94,30521.28,0.0,0.02,0.0,0
6,25000.0,0.0,0.0,0.0,0
42,29666.67,0.33,0.38,0.0,0
35,17428.57,0.0,0.0,0.0,0
40,25225.0,0.85,0.98,0.0,0
13,20307.69,0.0,0.0,0.0,0
22,33681.82,0.0,0.0,0.0,0
36,39777.78,0.0,1.53,0.0,0
10,25500.0,0.0,0.0,0.0,0
59,24830.51,0.0,0.0,0.0,0
31,20032.26,0.0,0.0,0.0,0
12,14500.0,0.0,0.0,0.0,0
85,44152.94,0.0,0.2,0.0,0
38,46000.0,6.63,25.66,8.29,1
42,29690.48,8.6,23.62,9.17,1
33,25242.42,0.0,0.0,0.0,0
37,40351.35,0.0,0.0,0.0,0
72,29166.67,0.0,0.24,0.0,0
38,29223.68,0.0,0.0,0.0,0
14,14214.29,0.0,0.0,0.0,0
52,59942.31,0.0,0.0,0.0,0
73,38671.23,0.66,0.71,0.0,0
106,20786.79,0.24,0.24,0.0,0
49,16642.86,0.35,0.35,0.0,0
61,28950.82,0.0,0.21,0.0,0
16,30312.5,14.88,38.94,16.38,1
22,19454.55,0.0,0.0,0.0,0
83,19640.96,1.96,3.18,0.22,0
141,24702.13,0.38,0.45,0.0,0
109,39330.28,0.05,0.05,0.0,0
1,22000.0,0.0,0.0,0.0,0
16,27812.5,0.0,0.38,0.0,0
16,23750.0,0.0,0.0,0.0,0
68,20117.65,12.87,28.51,12.68,1
120,29791.67,0.17,0.22,2.42,1
24,21333.33,0.0,0.29,0.0,0
36,49305.56,0.0,0.64,0.0,0
50,36760.0,0.0,0.04,0.0,0
93,17873.12,0.0,0.0,0.0,0
158,30753.16,0.0,0.03,0.0,0
10,16300.0,0.0,0.0,0.0,0
2,15000.0,0.0,0.0,0.0,0
26,26269.23,0.0,0.0,0.0,0
14,62857.14,0.0,0.0,0.0,0
21,61666.67,0.0,0.0,0.0,0
15,11400.0,0.0,0.0,0.0,0
70,31028.57,0.1,0.1,0.0,0
12,14166.67,0.0,0.0,0.0,0
21,12714.29,0.0,0.0,0.0,0
43,17906.98,0.0,0.0,0.0,0
28,17821.43,0.0,0.0,0.0,0
32,36812.5,0.12,0.12,0.22,0
89,26483.15,10.07,27.22,8.92,1
13,33846.15,0.0,0.0,0.0,0
5,27000.0,0.0,0.0,0.0,0
26,21326.92,0.0,0.0,0.0,0
141,28315.6,0.05,0.09,0.0,0
19,24736.84,0.0,0.21,0.0,0
5,21000.0,0.0,0.0,0.0,0
41,26780.49,0.0,0.0,0.0,0
6,25833.33,0.0,0.0,0.0,0
17,27058.82,0.0,0.0,0.0,0
151,15831.13,0.08,0.08,0.0,0
6,10000.0,0.0,0.0,0.0,0
30,21753.33,0.0,0.0,0.0,0
60,44083.33,0.42,0.42,0.0,0
36,33333.33,0.5,0.81,0.0,0
59,14830.51,0.0,0.0,0.0,0
64,20937.5,0.0,0.0,0.0,0
1,20000.0,0.0,0.0,0.0,0
29,17931.03,3.07,6.93,3.69,1
46,39184.78,0.0,0.02,0.0,0
30,20333.33,0.0,1.67,0.0,0
70,30600.0,0.0,0.0,0.0,0
93,29870.97,0.0,0.0,0.0,0
22,23409.09,0.0,0.0,0.0,0
25,26800.0,0.0,0.0,0.0,0
29,26793.1,0.0,0.0,0.0,0
21,17142.86,0.0,0.0,0.0,0
47,19595.74,4.11,11.43,6.62,1
92,21182.61,0.99,3.45,0.0,0
51,21176.47,3.06,5.57,2.0,0
11,10636.36,0.0,0.0,0.0,0
119,20260.5,0.0,0.0,0.0,0
10,19500.0,0.0,0.0,0.0,0
104,25278.85,0.0,0.6,0.0,0
6,22500.0,0.0,0.0,0.0,0
35,36285.71,0.0,0.0,0.0,0
50,19900.0,1.26,1.4,6.78,1
14,32142.86,0.0,0.0,0.0,0
10,19800.0,0.0,0.0,0.0,0
27,30888.89,0.0,0.07,0.0,0
18,14944.44,0.0,0.0,0.0,0
2,30000.0,0.0,0.0,0.0,0
53,30207.55,0.0,0.0,0.0,0
55,22672.73,0.0,0.16,0.0,0
77,25623.38,0.0,4.57,0.0,0
32,22031.25,0.0,0.0,0.0,0
6,19833.33,0.0,0.0,0.0,0
29,27655.17,0.0,0.0,0.0,0
34,31117.65,0.0,0.0,0.0,0
30,32600.0,0.0,0.8,0.0,0
51,41000.0,0.0,1.55,0.0,0
5,20000.0,0.0,0.0,0.0,0
46,30760.87,0.0,0.0,0.0,0
5,20000.0,0.0,0.0,0.0,0
61,40270.49,0.66,0.66,0.0,0
35,30314.29,2.77,5.37,0.0,0
114,29403.51,0.0,0.0,0.0,0
77,30707.79,0.0,0.06,0.0,0
43,25988.37,0.0,0.0,0.0,0
65,30230.77,0.0,0.0,0.31,0
30,23833.33,0.0,0.0,0.0,0
14,21428.57,0.0,0.0,0.0,0
7,6571.43,0.0,0.0,0.0,0
13,26923.08,0.0,0.0,0.0,0
60,22566.67,0.0,0.0,0.0,0
14,32142.86,0.0,0.0,0.0,0
79,12734.18,0.08,0.1,0.0,0
57,31736.84,0.07,0.12,0.0,0
13,34230.77,0.0,0.0,0.0,0
10,12300.0,0.0,0.0,0.0,0
20,55250.0,0.0,0.1,0.0,0
35,16485.71,7.94,30.51,8.83,1
33,31469.73,0.0,0.85,0.0,0
41,33975.61,0.37,0.63,0.0,0
43,45813.95,0.07,3.93,0.0,0
18,28111.11,0.0,0.0,0.0,0
7,25428.57,0.0,0.0,0.0,0
50,41620.0,0.0,0.14,0.0,0
129,30073.64,0.0,0.12,0.0,0
50,37800.0,3.44,6.12,2.52,1
29,60000.0,0.21,1.41,0.0,0
24,46333.33,0.0,0.0,0.0,0
35,21200.0,8.54,18.31,0.0,0
74,32783.78,0.0,0.0,0.0,0
33,21333.33,0.0,0.0,0.0,0
9,17444.44,0.0,0.0,0.0,0
1,35000.0,0.0,0.0,0.0,0
26,20000.0,0.0,0.0,0.0,0
6,40000.0,0.0,0.0,0.0,0
103,19737.86,0.0,0.0,0.0,0
63,28825.4,0.0,0.0,0.0,0
186,22618.01,0.06,0.16,0.0,0
31,25870.97,2.0,2.16,0.0,0
11,52727.27,0.0,0.0,0.0,0
65,38923.08,0.0,0.02,0.0,0
31,40838.71,3.06,7.65,5.61,1
3,11666.67,0.0,0.0,0.0,0
32,13281.25,0.0,0.0,0.0,0
48,22666.67,0.0,0.0,0.0,0
3,23333.33,0.0,0.0,0.0,0
40,19875.0,0.0,0.02,0.0,0
22,24090.91,11.0,28.86,0.0,0
24,14833.33,0.0,0.0,0.0,0
15,33666.67,6.33,11.07,7.47,1
82,44902.44,0.0,0.12,0.0,0
12,12500.0,0.0,0.0,0.0,0
36,32694.44,0.58,1.31,1.33,0
37,22770.27,5.46,13.92,0.0,0
18,35833.33,0.0,11.5,0.0,0
3,21666.67,0.0,0.0,0.0,0
52,27865.38,0.0,0.0,0.0,0
37,32081.08,0.0,0.0,0.0,0
30,33833.33,0.17,0.73,0.0,0
63,41428.57,0.0,0.65,0.0,0
19,34105.26,0.0,0.0,0.0,0
8,11250.0,0.0,0.0,0.0,0
18,14722.22,3.78,6.28,2.39,1
5,16000.0,0.0,0.0,0.0,0
50,24150.0,0.0,0.0,0.0,0
43,35790.7,8.3,20.35,10.47,1
10,22000.0,0.0,0.0,0.0,0
21,52904.76,0.0,0.29,0.0,0
49,31561.22,0.0,0.71,0.0,0
17,30764.71,0.0,4.29,0.0,0
37,51000.0,0.0,0.11,0.0,0
30,44333.33,0.0,0.0,0.0,0
110,27559.09,0.0,0.0,0.0,0
22,20227.27,0.0,0.0,0.0,0
44,22622.73,0.3,0.3,0.0,0
42,34380.95,0.0,1.24,0.0,0
43,17453.49,15.88,39.84,19.09,1
86,18447.67,0.0,0.63,0.0,0
88,23090.91,0.08,0.08,0.0,0
37,24370.27,0.0,0.0,0.0,0
31,22419.35,0.0,0.0,0.0,0
71,35943.66,0.07,0.07,0.0,0
18,20000.0,0.0,0.0,0.0,0
56,19571.43,0.0,0.11,0.0,0
27,20814.81,0.0,0.0,0.0,0
63,27809.52,8.62,20.08,10.63,1
13,20000.0,0.0,0.0,0.0,0
5,16600.0,0.0,0.0,0.0,0
18,27500.0,0.0,0.0,0.0,0
14,21928.57,9.43,30.36,11.64,1
1,20000.0,0.0,0.0,0.0,0
3,20000.0,0.0,0.0,0.0,0
48,16062.5,3.94,5.67,7.52,1
4,23750.0,0.0,0.0,0.0,0
24,13375.0,0.58,0.58,0.0,0
37,26094.59,0.0,0.0,0.0,0
35,21800.0,0.57,0.57,0.0,0
52,53846.15,0.0,0.0,0.0,0
14,18928.57,0.0,0.0,0.0,0
51,48409.8,0.0,0.04,0.0,0
107,27149.53,0.0,0.0,0.64,0
35,19142.86,0.0,0.0,0.0,0
22,22727.27,0.55,0.55,0.0,0
18,46388.89,0.0,0.0,0.0,0
6,25000.0,0.0,0.0,0.0,0
71,17676.06,0.0,0.0,0.0,0
4,27500.0,0.0,0.0,0.0,0
14,19285.71,0.0,0.0,0.0,0
24,35833.33,0.0,0.33,0.0,0
49,24469.39,0.12,0.12,0.02,0
36,34472.22,7.97,19.53,10.03,1
82,17451.22,0.0,0.0,0.0,0
4,32500.0,0.0,0.0,0.0,0
4,10000.0,0.0,0.0,0.0,0
13,34615.38,0.0,0.0,0.0,0
30,18033.33,0.0,0.2,0.0,0
6,15416.67,0.0,0.0,0.0,0
16,26250.0,0.0,0.0,0.0,0
82,16853.66,0.0,0.0,0.0,0
9,32222.22,0.0,0.0,0.0,0
32,32250.0,0.0,0.0,0.0,0
6,21666.67,0.0,0.0,0.0,0
17,11058.82,0.0,0.0,0.0,0
29,29346.55,0.0,0.0,0.0,0
6,10000.0,7.33,8.33,0.0,0
28,14750.0,7.18,10.07,0.0,0
48,12916.67,0.0,0.0,0.0,0
2,17650.0,0.0,0.0,0.0,0
18,14916.67,0.0,0.0,0.0,0
35,38828.57,0.0,0.0,0.0,0
8,20625.0,0.0,0.0,0.0,0
40,35975.0,0.0,0.0,0.0,0
26,36923.08,0.12,0.15,0.0,0
2,20000.0,0.0,0.0,0.0,0
102,16764.71,1.53,2.48,0.0,0
30,20733.33,0.0,0.07,0.0,0
59,29762.71,0.0,1.37,0.0,0
20,27150.0,1.45,5.9,4.55,1
15,29533.33,0.0,0.2,0.0,0
28,13607.14,3.21,5.89,0.0,0
109,14619.27,0.05,0.05,0.0,0
6,19583.33,0.0,0.0,0.0,0
7,19285.71,0.0,0.0,0.0,0
63,31253.97,0.0,0.05,0.0,0
20,54750.0,0.0,0.35,0.0,0
1,25000.0,0.0,0.0,0.0,0
10,25500.0,152.0,428.7,161.3,1
39,42948.72,0.0,0.0,0.0,0
38,66842.11,0.37,0.37,0.0,0
5,12000.0,0.0,0.0,0.0,0
6,20000.0,0.0,0.0,0.0,0
40,18800.0,16.18,40.65,16.98,1
53,54716.98,0.0,0.0,0.0,0
35,17620.0,0.0,49.0,0.0,0
23,20434.78,0.17,0.26,0.0,0
24,22916.67,0.0,0.25,0.0,0
91,29296.7,0.29,0.29,0.0,0
12,25000.0,0.0,0.42,0.0,0
100,21350.0,0.0,0.23,0.0,0
29,40517.24,0.0,12.38,0.0,0
66,46818.18,0.18,0.18,0.0,0
14,31071.43,30.36,84.57,0.0,0
92,30304.35,0.36,0.5,0.0,0
15,13666.67,0.0,0.0,0.0,0
25,23480.0,1.64,2.08,0.0,0
5,16400.0,0.0,0.0,0.0,0
5,12000.0,0.0,0.0,0.0,0
32,22968.75,0.0,0.0,0.0,0
37,24972.97,0.0,0.0,0.0,0
8,25625.0,0.0,0.0,0.0,0
32,25093.75,0.0,0.0,0.0,0
7,25000.0,0.0,0.0,0.0,0
58,28793.1,0.81,0.93,0.0,0
46,27923.91,0.0,0.0,0.0,0
23,59130.43,0.0,0.0,0.0,0
35,23342.86,1.49,1.8,0.0,0
15,21666.67,0.0,0.0,0.0,0
43,41976.74,0.0,3.44,0.0,0
139,15535.97,0.0,0.0,0.0,0
1,10000.0,0.0,0.0,0.0,0
4,11500.0,0.0,0.0,0.0,0
50,22200.0,21.42,54.18,0.9,0
26,49807.69,0.0,0.12,0.0,0
22,27954.55,0.0,0.0,0.0,0
2,25000.0,0.0,0.0,0.0,0
33,23787.88,0.0,0.0,0.0,0
33,33636.36,0.0,0.0,0.0,0
41,24200.0,0.0,0.71,0.54,0
6,29166.67,0.0,0.0,0.0,0
27,46851.85,0.0,8.04,0.0,0
2,5000.0,0.0,0.0,0.0,0
22,30454.55,0.64,0.64,0.0,0
18,17000.0,111.5,319.33,0.0,0
30,75500.0,0.13,0.13,0.0,0
11,40454.55,0.0,137.09,0.0,0
50,46140.0,0.0,0.0,0.0,0
34,49852.94,0.0,0.44,0.0,0
49,24163.27,0.0,0.04,0.0,0
3,6666.67,0.0,0.0,0.0,0
36,22055.56,0.0,0.06,0.0,0
21,18119.05,1.24,1.24,0.0,0
20,32500.0,0.0,0.0,0.0,0
39,15589.74,0.0,0.0,0.0,0
17,26764.71,0.0,0.0,0.0,0
21,14285.71,13.29,26.62,5.29,1
43,37604.65,0.0,0.0,0.0,0
8,26250.0,0.0,0.0,0.0,0
67,41074.63,0.0,0.16,0.0,0
6,27500.0,0.0,0.0,0.0,0
93,27978.49,0.0,0.0,0.0,0
27,67592.59,0.0,0.0,0.0,0
2,15000.0,0.0,0.0,0.0,0
33,73484.85,0.0,0.0,0.0,0
5,20000.0,0.0,0.0,0.0,0
85,10470.59,0.0,0.11,0.0,0
